Ind,Target,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1038,0,11.61,23,24,-8.523,1,0,1,0.57,15,-13.647,27,21,15,30,0.5529999999999999,0,0,0.889,0.8,34
1039,0,19.27,23,24,-18.192,1,0,1,0.662,5,-14.355,30,30,7,30,0.625,0,0,0.633,0.8,5
1040,0,6.0,23,0,2.969,1,0,2,0.11699999999999999,7,0.866,30,30,2,0,0.2310681114551085,0,0,0.8,0.0,4227
1041,1,17.0,23,0,5.268,0,0,5,0.25,7,0.773,30,29,4,0,0.578,0,0,0.33299999999999996,0.0,0
1042,1,5.0,22,12,-0.965,1,0,1,0.5820000000000001,8,-5.704,23,22,11,24,0.414,0,0,1.043,0.5,36
1043,0,0.0,23,13,-9.774,1,0,0,0.551,24,-18.930999999999997,30,30,75,20,0.405,0,5,0.8,0.65,194
1044,1,0.0,12,9,-1.9480000000000002,1,0,0,0.389,24,0.726,30,22,6,0,0.557,0,0,0.8,1.0235964376053963,1174
1045,0,10.0,22,0,10.101,1,0,1,0.106,12,1.564,30,28,6,3,0.15,0,0,0.8,0.0,1489
1046,0,15.0,23,11,5.832000000000001,0,0,1,0.22899999999999998,6,0.731,30,27,10,10,0.402,0,0,0.8,1.1,263
1047,1,5.34,22,0,5.809,1,0,1,0.6679999999999999,13,2.479,30,25,5,0,0.655,0,0,0.8,0.0,946
1048,0,0.0,23,24,-87.69,1,0,0,0.6779999999999999,24,-101.64,26,25,39,30,0.579,0,0,0.9229999999999999,0.8,25
1049,0,30.0,23,19,-13.003,0,0,1,0.201,14,-25.465999999999998,27,30,23,27,0.17,0,0,0.63,0.7040000000000001,14
1050,0,9.0,23,0,6.593,1,0,2,0.126,1,-0.529,30,28,6,5,0.262,0,0,0.8,0.0,904
1051,1,10.41,23,6,5.629,0,0,2,0.426,8,-2.06,30,28,2,9,0.68,0,0,0.8,0.667,129
1052,1,0.0,22,0,7.037000000000001,1,0,0,0.295,24,3.36,30,22,6,3,0.585,0,2,0.8,0.0,1161
1053,0,10.0,23,0,9.999,1,0,2,0.07200000000000001,8,5.2860000000000005,30,30,12,0,0.133,0,0,0.8,0.0,4526
1054,1,0.0,6,0,1.13,0,0,0,0.659,24,5.085,30,10,4,0,0.5539999999999999,0,5,0.8,0.0,1789
1055,0,12.0,23,15,6.737,1,0,1,0.13,1,-0.4,30,28,12,6,0.33399999999999996,0,0,0.8,2.5,1395
1056,1,10.0,17,0,13.34,1,0,1,0.626,1,7.255,30,15,10,0,0.5760000000000001,1,0,0.8,0.0,4608
1057,1,28.5,23,10,8.91,0,0,4,0.672,1,-1.3119999999999998,30,28,5,10,0.632,0,0,0.8,1.0,137
1058,0,43.2,23,24,-1.156,1,0,2,0.158,4,-16.684,30,30,17,25,0.312,0,0,0.8,0.96,120
1059,0,62.0,20,24,-13.658,1,0,1,0.221,5,-55.105,30,30,75,28,0.26899999999999996,0,0,0.8,0.857,155
1060,0,0.0,12,15,-1.837,1,0,0,0.191,24,2.7689999999999997,30,30,10,1,0.326,1,5,0.8,15.0,235
1061,1,20.0,23,27,-3.1839999999999997,1,0,2,0.085,1,-9.696,30,30,13,28,0.10400000000000001,0,0,0.8,0.821,222
1062,0,0.0,0,24,-11.28,0,0,0,0.846,24,-5.542999999999999,21,26,6,21,0.64,0,0,0.0,1.143,0
1063,0,45.3,22,20,-2.715,0,0,1,0.307,8,-8.033,30,26,13,23,0.38799999999999996,0,0,0.8,0.87,93
1064,0,18.6,23,10,-5.212000000000001,0,0,1,0.306,18,-20.402,29,30,24,16,0.26,0,0,0.828,0.625,26
1065,1,6.0,10,0,8.459,1,0,1,0.431,14,2.694,30,17,5,0,0.736,0,0,0.8,0.0,1114
1066,0,112.78,23,18,-4.707,0,0,3,0.195,8,-14.717,30,30,43,18,0.187,0,0,0.733,1.0,8
1067,1,45.64,12,25,-14.123,0,0,1,0.945,12,-44.284,13,24,29,27,0.8009999999999999,0,0,0.5379999999999999,0.778,0
1068,0,86.03,18,18,-7.308,0,0,4,0.305,13,-21.388,30,25,32,14,0.336,0,0,0.7839789159724365,1.286,22
1069,1,0.0,0,28,-25.089000000000002,0,0,0,0.9390000000000001,24,0.04,29,7,5,4,0.878,0,16,0.7839789159724365,6.0,0
1070,0,15.0,10,0,14.325999999999999,0,0,1,0.255,8,6.019,30,21,15,0,0.307,0,0,0.8,0.0,1539
1071,0,15.0,22,5,5.33,1,0,2,0.24600000000000002,6,0.17800000000000002,30,21,5,5,0.353,1,0,0.8,1.0,306
1072,0,0.0,23,24,-16.314,0,0,0,0.711,24,-16.395,25,30,13,27,0.747,0,7,0.96,0.889,58
1073,1,45.0,23,10,0.983,0,0,5,0.281,7,2.36,30,30,5,2,0.6409999999999999,0,0,0.8,5.0,432
1074,1,16.15,14,13,8.06,0,0,2,0.7709999999999999,3,1.015,30,13,5,5,0.7709999999999999,1,0,0.8,2.2,1465
1075,0,16.15,23,24,-11.519,1,0,1,0.27699999999999997,10,-19.49,30,26,16,30,0.5529999999999999,0,0,0.8,0.8,322
1076,0,18.0,23,24,-10.389000000000001,1,0,1,0.07200000000000001,15,-23.111,30,30,19,30,0.19399999999999998,0,0,0.8,0.8,1477
1077,1,4.0,20,3,0.9740000000000001,1,0,1,0.35100000000000003,13,1.2329999999999999,30,25,5,3,0.754,0,0,0.7839789159724365,1.0,1716
1078,1,5.0,23,0,7.602,0,0,1,0.35100000000000003,4,-0.9229999999999999,30,29,9,7,0.611,0,0,0.8,0.0,491
1079,1,19.0,23,9,0.402,1,0,2,0.41100000000000003,10,-8.293,30,26,11,22,0.754,0,0,0.8,0.409,39
1080,1,0.0,9,12,-1.465,0,0,0,0.62,24,8.235,28,27,21,11,0.674,0,10,0.857,1.091,42
1081,0,10.0,23,10,0.878,1,0,1,0.125,3,-0.882,30,27,8,17,0.324,0,0,0.8,0.588,201
1082,1,15.4,16,20,-1.4569999999999999,1,0,3,0.8170000000000001,7,-5.416,15,8,3,26,0.727,0,0,1.6,0.769,57
1083,0,5.96,21,0,7.132999999999999,1,0,1,0.16399999999999998,5,3.29,30,28,4,0,0.272,0,0,0.8,0.0,2058
1084,1,10.0,22,20,-1.043,0,0,1,0.78,7,-7.289,14,19,10,22,0.716,0,0,1.5,0.909,7
1085,1,0.0,20,0,6.199,1,0,0,0.358,24,6.024,30,25,12,5,0.613,0,2,0.8,0.0,597
1086,0,0.0,10,0,19.287,1,0,0,0.349,24,11.397,30,23,19,0,0.37,0,10,0.8,0.0,2367
1087,1,43.0,20,4,3.228,0,0,2,0.7140000000000001,11,-4.499,28,26,12,9,0.67,0,0,0.857,0.444,29
1088,0,5.0,23,18,-4.004,0,0,1,0.662,8,-16.171,15,25,17,27,0.389,0,0,0.7839789159724365,0.667,32
1089,0,10.0,23,4,5.257999999999999,1,0,1,0.069,1,5.284,30,28,6,6,0.165,0,0,0.8,0.667,2235
1090,1,0.0,1,28,-29.71,0,0,0,0.578,24,-11.401,30,15,17,25,0.614,1,3,0.133,0.96,0
1091,1,5.0,1,13,-1.558,1,0,1,0.74,17,-7.5889999999999995,23,7,12,26,0.7709999999999999,0,0,1.043,0.5,32
1092,0,20.0,18,0,18.346,0,0,2,0.18600000000000003,3,-2.895,30,25,8,13,0.313,0,0,0.8,0.0,1508
1093,0,13.0,23,24,-17.611,1,0,1,0.146,18,-21.83,30,30,15,29,0.304,0,0,0.8,0.828,3410
1094,0,0.0,23,24,-22.467,0,0,0,0.134,24,-18.245,30,30,24,27,0.21600000000000003,0,0,0.8,0.889,190
1095,0,13.0,22,12,-0.324,1,0,2,0.069,6,-1.045,30,29,5,5,0.124,0,0,0.8,2.4,1435
1096,0,25.0,23,0,12.055,0,0,2,0.195,4,13.375,30,30,15,0,0.27699999999999997,0,0,0.8,0.0,246
1097,1,0.0,19,0,1.8219999999999998,0,0,0,0.36200000000000004,24,2.622,30,26,5,0,0.778,0,8,0.7839789159724365,0.0,719
1098,0,7.0,11,2,1.1440000000000001,1,0,1,0.154,22,1.073,30,28,4,6,0.376,1,0,0.8,0.33299999999999996,2399
1099,0,11.0,21,0,0.636,0,0,3,0.182,2,2.1959999999999997,30,29,4,0,0.29,0,0,0.8,0.0,1662
1100,0,39.08,23,24,-37.174,1,0,2,0.382,18,-38.361999999999995,30,30,34,23,0.633547557840617,1,0,0.8,1.043,101
1101,0,4.0,13,0,7.332000000000001,1,0,1,0.312,1,2.642,30,17,4,0,0.377,0,0,0.8,0.0,3776
1102,0,5.0,14,19,0.845,1,0,1,0.434,5,-0.9890000000000001,29,18,4,17,0.32299999999999995,0,0,0.759,1.1179999999999999,5
1103,0,25.0,23,2,3.073,1,0,3,0.382,2,0.585,30,30,5,0,0.397,1,0,0.8,2.0,2730
1104,0,15.0,22,24,-10.556,1,0,1,0.57,8,-18.588,30,30,44,30,0.679,0,0,0.8,0.8,389
1105,1,15.5,23,14,5.566,0,0,3,0.617,2,-3.912,30,30,9,14,0.772,0,0,0.8,0.857,177
1106,1,15.0,23,0,11.818,0,0,1,0.162,11,3.3989999999999996,30,30,15,0,0.43700000000000006,0,0,0.8,0.0,3343
1107,0,5.34,21,24,-4.0,1,0,1,0.405,5,-5.545,26,30,5,30,0.292,0,0,0.654,0.8,5
1108,0,50.0,23,24,-43.254,1,0,1,0.24100000000000002,4,-112.694,28,29,73,30,0.282,0,0,0.857,0.8,33
1109,0,11.54,23,24,-8.515,1,0,1,0.122,12,-13.151,28,30,17,28,0.17800000000000002,0,0,0.857,0.857,96
1110,0,15.15,21,21,-12.956,0,0,2,0.556,10,-10.414000000000001,30,29,13,27,0.701,0,0,0.8,0.778,173
1111,0,5.0,18,24,-7.122000000000001,0,0,1,0.73,3,-2.821,28,20,11,19,0.639,0,0,0.857,1.263,36
1112,1,11.9,21,4,2.536,1,0,3,0.594,9,-0.674,30,25,3,6,0.7959999999999999,0,0,0.8,0.667,416
1113,0,30.0,23,24,-21.514,1,0,1,0.8079999999999999,5,-25.535,28,24,42,28,0.728,1,0,0.857,0.857,59
1114,1,10.0,19,14,1.524,1,0,3,0.33799999999999997,5,-2.687,30,20,4,21,0.5579999999999999,0,0,0.8,0.667,1449
1115,1,0.0,7,0,1.0,0,0,0,0.856,24,1.0,30,10,0,0,0.64,1,24,0.8,0.0,237
1116,1,15.0,22,1,11.822000000000001,1,0,1,0.243,8,4.393,30,23,25,8,0.574,0,0,0.8,0.125,1155
1117,0,8.0,23,24,-7.777,1,0,1,0.09,19,-7.667999999999999,30,30,7,30,0.20199999999999999,0,0,0.8,0.8,1571
1118,0,15.0,23,12,6.096,0,0,1,0.115,5,-9.722999999999999,30,30,15,22,0.142,0,0,0.8,0.545,357
1119,1,6.0,17,0,7.3660000000000005,0,0,3,0.28,3,3.917,30,21,1,0,0.41,0,0,0.8,0.0,1526
1120,0,5.0,18,2,3.35,1,0,1,0.21,12,-2.481,30,29,4,15,0.275,0,0,0.8,0.133,1800
1121,0,0.0,20,24,-7.947,0,0,0,0.619,24,-5.561,28,29,7,25,0.7559999999999999,0,3,0.643,0.96,0
1122,1,15.0,23,23,-3.511,0,0,1,0.88,8,-16.415,9,16,30,25,0.774,0,0,0.33299999999999996,0.92,0
1123,1,10.0,22,20,0.971,1,0,1,0.38,4,-6.455,26,19,8,21,0.444,0,0,0.9229999999999999,0.9520000000000001,95
1124,0,17.67,23,24,-13.674000000000001,1,0,1,0.127,1,-24.664,26,27,19,30,0.1,0,0,0.9229999999999999,0.8,67
1125,0,0.0,13,6,-0.727,1,0,0,0.19,24,1.109,30,20,6,13,0.265,0,0,0.8,0.462,1409
1126,1,38.42,23,22,-1.804,1,0,3,0.251,5,-4.74,30,30,12,23,0.635,0,0,0.8,0.9570000000000001,195
1127,0,2.92,23,21,-3.9219999999999997,1,0,1,0.198,13,-5.425,30,30,8,24,0.332,0,0,0.8,0.875,1440
1128,0,0.0,23,0,23.204,0,0,0,0.151,24,47.243,27,29,52,11,0.171,1,21,0.889,0.0,86
1129,1,20.0,23,0,24.255,0,0,1,0.228,6,8.408999999999999,30,29,18,0,0.41100000000000003,0,0,0.8,0.0,768
1130,0,0.0,23,24,-25.234,0,0,0,0.643,24,-27.503,21,30,29,29,0.7090000000000001,0,4,0.7140000000000001,1.0235964376053963,0
1131,0,0.0,23,16,-8.238,1,0,0,0.23199999999999998,24,5.607,30,30,9,0,0.608,1,2,0.8,16.0,740
1132,1,20.0,23,4,-0.253,1,0,1,0.562,21,-1.61,30,28,8,12,0.7290000000000001,0,0,0.8,0.33299999999999996,396
1133,1,0.0,7,20,-2.43,1,0,0,0.8390000000000001,24,0.611,28,23,30,17,0.7040000000000001,1,4,0.857,1.176,68
1134,0,10.0,23,0,2.513,1,0,4,0.19899999999999998,1,0.478,30,30,2,0,0.33399999999999996,0,0,0.8,0.0,1751
1135,0,8.0,23,23,-6.084,1,0,1,0.36,9,-6.066,28,29,12,28,0.685,0,0,0.821,0.821,9
1136,0,35.0,22,10,-2.886,1,0,1,0.69,22,-24.753,26,28,19,30,0.27899999999999997,1,0,0.885,0.33299999999999996,23
1137,0,19.0,23,24,-12.752,1,0,1,0.5770000000000001,8,-20.032,30,30,16,30,0.62,0,0,0.8,0.8,1107
1138,0,30.0,19,24,-7.5489999999999995,1,0,1,0.33,13,-23.955,30,27,33,27,0.45,0,0,0.8,0.889,99
1139,0,5.0,23,7,0.43799999999999994,0,0,1,0.1,17,-0.912,30,30,2,18,0.17600000000000002,0,0,0.8,0.389,1394
1140,0,15.0,23,9,2.394,1,0,2,0.336,5,-3.966,30,26,29,16,0.35700000000000004,0,0,0.8,0.562,1029
1141,0,0.0,2,24,-4.21,0,0,0,0.6659999999999999,24,-29.899,12,15,30,28,0.373,0,0,0.0,1.0235964376053963,0
1142,1,4.0,23,0,2.04,1,0,1,0.40299999999999997,15,0.474,30,27,3,1,0.628,0,0,0.8,0.0,533
1143,0,0.0,19,2,-0.147,1,0,0,0.207,24,0.44799999999999995,30,24,6,3,0.27699999999999997,0,12,0.8,0.667,1683
1144,0,25.0,23,24,-64.002,1,0,1,0.315,17,-24.165,30,28,28,30,0.35600000000000004,0,0,0.8,0.8,385
1145,0,29.39,23,24,-18.908,1,0,2,0.4,4,-20.535,30,30,19,30,0.67,0,0,0.8,0.8,483
1146,0,240.0,23,6,83.705,1,0,2,0.077,7,16.375999999999998,30,31,78,3,0.11,0,0,0.8,2.0,5116
1147,0,30.0,23,21,-51.998000000000005,0,0,1,0.6920000000000001,13,-27.746,23,29,53,22,0.635,0,0,0.261,0.955,0
1148,0,5.97,22,0,11.059000000000001,0,0,2,0.064,12,2.766,30,29,9,0,0.16899999999999998,0,0,0.8,0.0,3074
1149,0,3.0,22,0,1.847,1,0,1,0.121,20,0.628,30,30,2,0,0.265,0,0,0.8,0.0,3466
1150,0,15.0,20,12,-2.7039999999999997,1,0,1,0.27699999999999997,22,-8.001,30,19,11,22,0.33399999999999996,1,0,0.8,0.545,1547
1151,0,11.25,22,1,4.834,0,0,1,0.10400000000000001,15,0.8270000000000001,30,29,8,1,0.207,0,0,0.8,1.0,446
1152,1,10.0,20,0,7.776,1,0,2,0.256,5,2.005,30,27,4,0,0.563,0,0,0.8,0.0,2328
1153,0,0.0,23,0,1.9980000000000002,1,0,0,0.087,24,10.815999999999999,30,28,8,1,0.165,1,9,0.8,0.0,1442
1154,0,11.0,23,24,-7.631,1,0,1,0.308,12,-15.344000000000001,30,30,9,30,0.38799999999999996,0,0,0.8,0.8,966
1155,0,51.0,23,19,-6.5360000000000005,0,0,3,0.161,7,-20.787,28,30,23,19,0.248,0,0,0.821,1.0,21
1156,0,31.0,23,19,-7.039,0,0,1,0.7090000000000001,18,-25.070999999999998,25,30,17,29,0.732,0,0,0.76,0.655,18
1157,1,10.59,23,12,3.312,1,0,2,0.23,1,-1.08,30,30,5,7,0.436,0,0,0.8,1.714,1365
1158,1,3.9,22,3,2.698,1,0,1,0.319,7,-1.6540000000000001,29,28,4,14,0.599,0,0,0.828,0.214,72
1159,0,14.75,23,24,-14.253,1,0,1,0.342,17,-17.774,30,30,13,30,0.601,0,0,0.8,0.8,106
1160,0,0.0,7,24,-9.797,0,0,0,0.828,24,-7.001,20,17,18,21,0.765,0,4,0.4,1.143,0
1161,1,20.0,0,7,1.274,1,0,1,0.951,17,-10.671,29,3,6,26,0.8220000000000001,0,0,0.828,0.26899999999999996,40
1162,0,70.0,23,4,26.381,0,0,2,0.312,4,3.707,28,29,75,2,0.226,1,0,0.7140000000000001,2.0,17
1163,0,13.5,23,23,-15.9,1,0,1,0.131,22,-20.576999999999998,30,30,15,27,0.187,0,0,0.767,0.852,23
1164,0,15.0,23,24,-8.261000000000001,1,0,1,0.05,10,-10.118,30,30,11,28,0.09300000000000001,0,0,0.8,0.857,1410
1165,0,15.0,23,7,-0.833,0,0,2,0.098,8,-0.092,30,30,8,10,0.135,0,0,0.8,0.7,1441
1166,0,5.0,23,0,5.115,1,0,1,0.124,2,6.405,30,30,7,1,0.257,0,0,0.8,0.0,2065
1167,0,5.0,22,0,13.638,0,0,1,0.115,7,17.676,30,30,15,0,0.267,1,0,0.8,1.0235964376053963,3153
1168,0,12.0,15,24,-3.005,1,0,1,0.192,10,-31.772,30,28,29,30,0.326,0,0,0.8,0.8,626
1169,0,15.0,22,24,-8.516,1,0,1,0.105,15,-15.780999999999999,30,29,14,30,0.142,0,0,0.8,0.8,1447
1170,0,19.99,23,24,-12.364,1,0,1,0.19899999999999998,18,-20.012,30,30,18,30,0.34,0,0,0.8,0.8,1374
1171,0,20.0,23,14,8.102,0,0,1,0.253,3,-5.931,28,28,10,16,0.307,0,0,0.857,0.875,82
1172,0,20.28,6,14,-14.225999999999999,0,0,2,0.955,13,-22.526,24,6,21,21,0.816,0,0,1.0,0.667,47
1173,0,5.0,23,0,4.26,0,0,1,0.05,7,0.831,30,30,4,0,0.098,0,0,0.8,0.0,327
1174,1,26.0,23,5,11.194,1,0,2,0.385,10,-7.305,30,30,8,25,0.7559999999999999,0,0,0.8,0.2,202
1175,0,10.0,23,0,4.646,1,0,3,0.053,3,0.474,30,30,3,0,0.133,0,0,0.8,0.0,2205
1176,0,17.32,23,22,-9.887,0,0,1,0.611,11,-4.655,22,25,12,24,0.63,0,0,1.091,0.917,58
1177,0,5.0,23,0,4.51,0,0,1,0.08199999999999999,22,4.6160000000000005,30,30,4,0,0.203,0,0,0.8,0.0,4963
1178,0,20.0,23,24,-14.992,0,0,1,0.69,11,-0.544,27,20,25,16,0.61,0,0,0.889,1.25,47
1179,0,32.36,23,24,-22.715999999999998,1,0,1,0.08800000000000001,4,-31.796,30,30,28,26,0.284,0,0,0.8,0.9229999999999999,3437
1180,1,0.0,8,0,1.2830000000000001,0,0,0,0.887,24,4.24,5,6,5,0,0.795,0,0,0.7839789159724365,0.0,0
1181,0,4.0,23,3,1.554,1,0,2,0.114,1,-2.681,30,30,4,16,0.261,0,0,0.8,0.188,366
1182,1,8.0,18,0,5.494,0,0,2,0.615,1,2.6910000000000003,30,30,4,2,0.805,0,0,0.7839789159724365,0.0,1561
1183,0,15.0,22,19,1.726,1,0,2,0.132,5,-2.41,30,28,8,18,0.172,0,0,0.8,1.056,4301
1184,0,20.0,23,4,17.846,0,0,1,0.077,1,0.386,30,30,12,5,0.151,0,0,0.8,0.8,585
1185,0,5.0,23,1,0.326,1,0,1,0.121,17,-1.314,30,30,8,10,0.188,0,0,0.8,0.1,1403
1186,1,0.0,13,0,2.089,0,0,0,0.882,24,2.276,30,16,2,5,0.799,1,0,0.7839789159724365,0.0,124
1187,1,17.0,23,16,6.727,0,0,2,0.256,3,-6.982,30,30,7,20,0.644,0,0,0.8,0.8,4462
1188,1,10.0,22,0,4.845,0,0,1,0.337,23,1.643,30,25,7,0,0.601,0,0,0.8,0.0,340
1189,1,18.0,22,24,-2.6039999999999996,1,0,3,0.565,9,1.923,30,27,3,14,0.603,0,0,0.733,1.714,9
1190,0,0.0,21,24,-9.697000000000001,0,0,0,0.55,24,-8.783999999999999,27,29,10,24,0.625,0,0,0.556,1.0235964376053963,0
1191,0,11.0,22,2,5.819,0,0,2,0.18100000000000002,1,0.6629999999999999,30,30,6,5,0.364,0,0,0.8,0.4,1544
1192,0,0.0,23,24,-51.917,1,0,0,0.071,24,-53.637,30,28,74,30,0.085,0,0,0.8,0.8,436
1193,1,0.0,8,0,1.499,1,0,0,0.324,24,2.2640000000000002,30,12,3,0,0.462,0,5,0.8,0.0,1969
1194,0,65.0,23,21,-8.234,0,0,3,0.695,11,-54.875,22,27,44,21,0.6459999999999999,0,0,1.045,1.0,21
1195,0,0.0,23,24,-36.186,1,0,0,0.11900000000000001,24,-44.051,29,30,26,30,0.209,0,8,0.828,0.8,52
1196,0,15.0,23,24,-10.849,1,0,1,0.08900000000000001,11,-2.116,30,27,12,16,0.217,0,0,0.8,1.5,136
1197,0,4.9,23,24,-7.652,1,0,1,0.11199999999999999,20,-1.661,30,23,12,8,0.195,0,0,0.8,3.0,3130
1198,1,15.0,23,0,6.144,0,0,2,0.32,2,1.578,30,27,6,1,0.606,0,0,0.8,0.0,74
1199,1,15.0,17,9,3.47,1,0,1,0.44,15,1.475,30,22,10,8,0.435,0,0,0.8,1.125,245
1200,0,40.17,23,19,0.10400000000000001,0,0,3,0.20600000000000002,2,-25.89,24,30,25,28,0.34,0,0,0.667,0.679,14
1201,0,0.0,20,0,8.7,1,0,0,0.107,24,4.695,30,29,8,0,0.188,0,3,0.8,0.0,1647
1202,1,15.0,23,16,-0.9420000000000001,1,0,1,0.39899999999999997,11,-10.43,30,18,12,24,0.634,0,0,0.8,0.667,122
1203,1,29.1,22,0,23.18,1,0,3,0.371,1,-4.102,30,27,12,17,0.6629999999999999,0,0,0.8,0.0,415
1204,0,18.0,23,24,-9.226,1,0,1,0.29100000000000004,1,-26.055999999999997,29,30,20,30,0.568,0,0,0.828,0.8,32
1205,0,5.0,23,0,1.525,0,0,1,0.292,10,0.828,30,30,5,0,0.39399999999999996,0,0,0.8,0.0,84
1206,0,15.0,19,16,-10.414000000000001,1,0,1,0.74,19,1.464,30,25,4,19,0.737,0,0,0.8,0.8420000000000001,152
1207,0,33.0,23,24,-20.358,1,0,1,0.187,4,-47.657,30,30,33,30,0.256,0,0,0.8,0.8,646
1208,0,5.0,23,3,2.324,0,0,1,0.196,3,-6.553,30,30,15,24,0.29,0,0,0.8,0.125,180
1209,0,0.0,20,24,-15.940999999999999,0,0,0,0.134,24,-24.285,30,28,0,29,0.22399999999999998,1,24,0.8,0.828,84
1210,0,0.0,21,0,40.784,1,0,0,0.065,24,-0.305,30,30,20,5,0.1,0,0,0.8,0.0,628
1211,0,0.0,20,19,-13.584000000000001,0,0,0,0.29600000000000004,24,-21.178,15,24,12,28,0.39,0,3,1.6,1.0235964376053963,27
1212,0,24.0,23,18,-3.821,0,0,1,0.16399999999999998,7,-22.388,27,30,28,25,0.23199999999999998,0,0,0.889,0.72,27
1213,0,26.5,23,24,-20.018,1,0,1,0.217,15,-32.991,30,30,28,30,0.359,0,0,0.8,0.8,2116
1214,1,5.0,23,0,7.6739999999999995,0,0,1,0.308,8,2.491,30,29,5,2,0.43,0,0,0.8,0.0,984
1215,1,25.0,23,21,-1.186,1,0,3,0.255,9,-11.155,30,30,13,24,0.41200000000000003,1,0,0.767,0.75,9
1216,0,118.89,23,22,-3.0589999999999997,0,0,3,0.21100000000000002,3,-19.625999999999998,29,30,17,29,0.353,0,0,0.7929999999999999,0.759,3
1217,0,65.0,22,2,13.689,1,0,2,0.051,2,16.5,30,29,45,1,0.08800000000000001,0,0,0.8,2.0,3407
1218,1,0.0,0,28,-0.996,0,0,0,0.759,24,-1.4180000000000001,14,14,4,16,0.81,0,7,0.0,1.5,0
1219,1,18.0,23,23,1.228,0,0,2,0.43799999999999994,1,-4.425,30,30,12,23,0.615,0,0,0.8,1.0,371
1220,0,10.0,21,0,10.559000000000001,0,0,1,0.162,12,3.7939999999999996,30,28,10,0,0.303,0,0,0.8,0.0,1571
1221,1,5.0,13,0,3.573,1,0,1,0.621,14,4.101,30,18,4,8,0.688,0,0,0.8,0.0,143
1222,1,15.0,23,24,-1.959,0,0,3,0.569,4,-3.9410000000000003,19,30,6,27,0.733,0,0,1.263,0.889,57
1223,1,0.0,22,0,2.395,1,0,0,0.731,24,14.165999999999999,30,19,13,0,0.815,0,1,0.8,0.0,493
1224,1,25.0,23,25,-12.022,1,0,1,0.142,20,-19.773,30,30,17,22,0.331,1,0,0.8,0.955,158
1225,0,17.37,0,24,-12.074000000000002,1,0,1,0.8370000000000001,8,-16.235,18,5,15,30,0.614,0,0,1.3330000000000002,0.8,61
1226,1,11.0,23,20,2.9419999999999997,1,0,2,0.233,5,-2.991,30,29,6,19,0.5870000000000001,0,0,0.8,0.895,1347
1227,1,1.0,12,0,1.671,1,0,1,0.294,5,1.3730000000000002,30,20,2,0,0.631,0,0,0.8,0.0,3180
1228,0,5.0,18,0,2.693,1,0,1,0.185,15,-9.354,29,26,11,20,0.289,0,0,0.828,0.0,40
1229,0,5.0,23,0,16.47,0,0,1,0.11,19,14.767000000000001,30,30,5,0,0.28300000000000003,0,0,0.8,0.0,2781
1230,0,10.0,21,10,3.187,1,0,3,0.134,6,1.273,30,29,4,6,0.324,0,0,0.8,1.6669999999999998,1397
1231,0,20.0,23,0,18.948,0,0,1,0.17600000000000002,4,7.18,30,30,13,10,0.39299999999999996,0,0,0.8,0.0,1599
1232,1,15.0,19,18,-0.899,0,0,2,0.7859999999999999,8,-4.624,13,21,5,27,0.82,0,0,1.2309999999999999,0.667,8
1233,0,20.0,23,0,11.829,1,0,1,0.139,5,3.8819999999999997,30,30,17,0,0.15,0,0,0.8,0.0,2515
1234,1,5.0,19,12,0.7659999999999999,1,0,1,0.6990000000000001,4,-0.355,28,13,6,15,0.711,0,0,0.857,0.8,34
1235,0,90.39,23,24,-73.157,1,0,1,0.271,18,-86.83,30,30,63,30,0.414,0,0,0.8,0.8,401
1236,0,30.0,23,24,-22.947,1,0,1,0.177,7,-7.795,30,26,11,30,0.33899999999999997,0,0,0.8,0.8,194
1237,1,0.0,19,21,-4.418,0,0,0,0.648,24,-5.043,15,17,10,23,0.677,0,2,0.467,0.9129999999999999,0
1238,0,50.0,23,24,-14.357999999999999,1,0,1,0.135,18,-16.075,30,30,22,30,0.259,0,0,0.8,0.8,384
1239,0,8.0,22,11,-12.582,0,0,2,0.589,15,-8.318,29,29,13,17,0.63,0,0,0.828,0.647,64
1240,1,21.8,23,1,3.2460000000000004,1,0,5,0.157,6,0.6629999999999999,30,30,6,2,0.415,0,0,0.8,0.5,2076
1241,1,26.0,19,21,-0.499,1,0,1,0.878,5,-10.954,23,24,15,29,0.731,1,0,0.826,0.7240000000000001,5
1242,1,15.0,23,17,4.754,1,0,2,0.342,2,-0.9309999999999999,30,30,6,10,0.608,0,0,0.8,1.7,1278
1243,0,0.0,23,24,-34.703,1,0,0,0.345,24,-30.18,30,30,19,30,0.359,0,0,0.733,0.8,0
1244,0,0.0,14,0,8.467,1,0,0,0.095,24,-2.7560000000000002,30,30,16,6,0.165,0,16,0.8,0.0,2262
1245,0,40.0,22,24,-6.672000000000001,1,0,1,0.17300000000000001,6,-39.404,30,28,36,30,0.207,0,0,0.8,0.8,1830
1246,1,30.0,22,15,6.112,0,0,1,0.318,9,-10.806,23,24,30,22,0.42191358024691356,0,0,1.043,0.682,47
1247,0,11.0,23,0,11.01,0,0,2,0.134,10,6.3020000000000005,30,30,5,0,0.358,0,0,0.8,0.0,1859
1248,1,85.0,0,20,0.978,0,0,1,0.877,4,-45.31399999999999,15,3,87,28,0.657,1,0,0.33299999999999996,0.7140000000000001,4
